prefix,plausible,implausible,direct_log_prob_plausible,direct_log_prob_implausible,MetaQuestionSimple_log_prob_plausible,MetaQuestionSimple_log_prob_implausible,MetaInstruct_log_prob_plausible,MetaInstruct_log_prob_implausible,MetaQuestionComplex_log_prob_plausible,MetaQuestionComplex_log_prob_implausible
The waiter cleared the,bar,road,-14.432806015014648,-20.299306869506836,-13.603646755218506,-17.462800979614258,-12.666656017303467,-16.90702247619629,-8.689486503601074,-8.337982177734375
The policeman checked the,bag,groceries,-17.002836227416992,-19.512531280517578,-12.567346572875977,-16.182140350341797,-12.666050434112549,-16.500083923339844,-9.043916702270508,-9.16965913772583
The waiter held the,bottle,flag,-17.669355392456055,-19.12240219116211,-15.708191394805908,-13.997008800506592,-16.166281700134277,-14.429583549499512,-11.555630207061768,-9.406739711761475
The teenager heard the,music,lecture,-14.98548698425293,-16.808088302612305,-14.533973693847656,-14.714339256286621,-13.820578575134277,-14.222841739654541,-8.540424346923828,-5.129516363143921
The skipper assembled the,sailboat,bicycle,-16.97181510925293,-18.815967559814453,-14.738091945648193,-17.73902702331543,-14.584765434265137,-17.47549533843994,-9.18057918548584,-10.428173065185547
The professor delivered the,lecture,kick,-12.061725616455078,-20.786975860595703,-10.401450157165527,-18.654202461242676,-9.812553405761719,-17.479185104370117,-5.520524501800537,-10.54450798034668
The mechanic checked the,tire,groceries,-17.899742126464844,-19.820383071899414,-15.429393291473389,-16.708953380584717,-14.948740482330322,-18.012516021728516,-11.559306621551514,-8.91739797592163
The guard tied the,prisoner,roast,-16.499435424804688,-15.286399841308594,-14.058069705963135,-12.655752658843994,-12.130836486816406,-12.377684593200684,-8.021220922470093,-8.122492790222168
The cameraman recorded the,video,sale,-15.699318885803223,-16.601911544799805,-14.688415050506592,-15.744065761566162,-15.846563816070557,-16.879043579101562,-8.310311317443848,-10.684020042419434
The musician read the,music,menu,-15.048516273498535,-18.519895553588867,-14.944078922271729,-14.152254581451416,-15.24601936340332,-14.823266983032227,-9.712122917175293,-8.68675422668457
The librarian stacked the,book,supply,-14.206747055053711,-19.580644607543945,-12.004037857055664,-18.73677635192871,-11.393440246582031,-19.10583782196045,-8.369371891021729,-11.7223801612854
The soldier crossed the,river,stage,-12.477693557739258,-15.784479141235352,-12.098519325256348,-15.019885063171387,-11.317782878875732,-14.12257719039917,-8.586809635162354,-8.949909687042236
The porter stacked the,suitcase,wood,-15.661638259887695,-14.89061164855957,-13.75298261642456,-10.302521228790283,-14.123945713043213,-10.5345139503479,-11.403250694274902,-7.172691822052002
The dealer examined the,car,plant,-18.163631439208984,-20.369369506835938,-15.346925258636475,-14.973106861114502,-14.657142162322998,-14.48747205734253,-9.580549240112305,-8.058624029159546
The cheerleader carried the,flag,rifle,-18.291458129882812,-19.481964111328125,-14.305782794952393,-18.168594360351562,-14.486430644989014,-17.742403030395508,-8.596117496490479,-10.512356758117676
The anchorman told the,news,parable,-16.070280075073242,-19.487886428833008,-15.526513576507568,-19.363070487976074,-16.04270076751709,-19.922523498535156,-9.772559642791748,-10.870835781097412
The cat chased the,bird,kite,-14.539210319519043,-17.158676147460938,-12.010702133178711,-14.95409870147705,-11.685208320617676,-14.73851490020752,-6.936018228530884,-10.759322166442871
The child wrote the,conjugation,diagnosis,-21.73411750793457,-20.975980758666992,-19.003527641296387,-18.83114528656006,-20.63458251953125,-18.5064115524292,-9.196959972381592,-10.822821140289307
The milkman carried the,bottle,flag,-18.74018096923828,-18.797754287719727,-15.800326824188232,-13.695594310760498,-15.400438785552979,-13.182000637054443,-11.404520988464355,-9.665826797485352
The breeder sold the,dog,cigarette,-13.33020305633545,-18.80881118774414,-11.147009372711182,-17.00212574005127,-11.247272491455078,-17.578197479248047,-6.489698648452759,-11.344190120697021
The president promised the,reform,bicycle,-19.90202522277832,-20.379247665405273,-19.552845001220703,-19.427400588989258,-18.82642650604248,-18.924715042114258,-9.904468536376953,-10.78812026977539
The cook bought the,food,ticket,-15.964720726013184,-16.933395385742188,-15.298754692077637,-16.59916114807129,-15.004305839538574,-16.732481002807617,-8.33073091506958,-11.954102039337158
The student sent the,email,bomb,-14.539898872375488,-18.387128829956055,-12.839783668518066,-16.370266914367676,-13.332884311676025,-15.920507431030273,-9.261329174041748,-10.35526990890503
The chauffeur carried the,passenger,rifle,-17.51783561706543,-19.431062698364258,-15.411972522735596,-18.766833305358887,-15.5048828125,-19.201594352722168,-10.9615797996521,-12.27259874343872
The president visited the,school,grandmother,-16.44506072998047,-19.59808349609375,-12.105533599853516,-15.882248878479004,-12.103157043457031,-16.028204441070557,-9.978940486907959,-9.556684494018555
The pilot started the,race,concert,-20.641138076782227,-20.188817977905273,-19.537660598754883,-16.363402843475342,-19.399911880493164,-16.52554225921631,-12.192020893096924,-8.8601975440979
The athlete won the,cup,toy,-19.495420455932617,-21.80276107788086,-14.533740997314453,-18.676520347595215,-15.54799509048462,-20.050084114074707,-9.24080753326416,-12.53478717803955
The soldier held the,flag,comb,-16.327119827270508,-19.98158073425293,-13.692532539367676,-17.775827407836914,-14.115456104278564,-18.2182674407959,-8.356750011444092,-9.66560983657837
The comedian entertained the,audience,soldier,-15.278450965881348,-19.514692306518555,-11.556014060974121,-18.349597930908203,-10.854388236999512,-17.691304206848145,-8.765153408050537,-10.395784854888916
The professor wore the,tie,goggles,-17.947677612304688,-20.45626449584961,-16.70078182220459,-16.813838958740234,-16.092068672180176,-16.133139610290527,-11.72793436050415,-10.821658611297607
The hairstylist flipped the,hair,board,-17.3746280670166,-16.71589469909668,-16.496161460876465,-10.44437837600708,-16.6293306350708,-9.85210132598877,-12.449579238891602,-8.00046157836914
The speleologist examined the,cave,book,-17.53139305114746,-15.7085599899292,-15.993358612060547,-13.357254981994629,-14.978585243225098,-13.340291976928711,-10.57237434387207,-7.863270282745361
The waiter poured the,wine,gasoline,-13.537574768066406,-21.3333797454834,-13.80881404876709,-16.45088291168213,-13.615828037261963,-16.62724208831787,-8.267500877380371,-8.58024787902832
The farmer sprayed the,pesticide,cream,-16.175567626953125,-17.134660720825195,-16.402475357055664,-13.9901762008667,-15.530954360961914,-13.527706146240234,-10.997326374053955,-10.411531925201416
The soldier carried the,rifle,ball,-18.466381072998047,-15.753528594970703,-16.523412227630615,-11.821550369262695,-16.448647022247314,-11.937287330627441,-10.583842754364014,-7.999064683914185
The waiter brought the,glass,guitar,-17.619972229003906,-20.658370971679688,-11.46312952041626,-19.582634925842285,-11.354088306427002,-19.0589656829834,-7.6409101486206055,-13.621172904968262
The soldier threw the,bomb,ball,-17.247079849243164,-12.806941986083984,-15.86506462097168,-10.283521175384521,-15.719101905822754,-10.613360404968262,-11.176802158355713,-8.254251956939697
The player began the,match,class,-15.688642501831055,-19.706634521484375,-14.330304145812988,-17.457621574401855,-14.132497310638428,-17.263895988464355,-10.06747817993164,-10.454792022705078
The cheerleader performed the,dance,spell,-20.67790985107422,-20.441614151000977,-18.082826614379883,-19.1199893951416,-18.625532150268555,-19.264427185058594,-10.367706298828125,-10.213273048400879
The cat drank the,milk,coffee,-14.412023544311523,-19.14774513244629,-13.051144123077393,-15.641746520996094,-12.468860626220703,-15.526680946350098,-8.815993785858154,-11.598745822906494
The hound fetched the,bird,money,-13.924843788146973,-17.587785720825195,-11.469971656799316,-12.516251564025879,-11.034624099731445,-12.392854690551758,-7.624651908874512,-8.469668865203857
The librarian climbed the,ladder,tree,-13.424248695373535,-14.30831241607666,-9.699288845062256,-13.57991886138916,-9.38603162765503,-13.484249591827393,-6.695459604263306,-10.572922706604004
The woman carried the,bag,stone,-16.35426139831543,-13.161438941955566,-11.32136344909668,-9.179851055145264,-10.810166358947754,-9.031379699707031,-7.60004734992981,-7.4149487018585205
The killer pulled the,trigger,cart,-16.544126510620117,-18.954872131347656,-14.287418842315674,-15.778637409210205,-13.922386169433594,-15.299548149108887,-6.85662317276001,-10.399237632751465
The hiker faced the,mountain,camera,-15.340828895568848,-20.627323150634766,-14.049917697906494,-16.805602073669434,-13.66416597366333,-17.000587463378906,-9.186041355133057,-10.752131938934326
The chemist sold the,drug,dog,-16.793794631958008,-17.881580352783203,-16.01559543609619,-13.196574687957764,-16.185962677001953,-12.824991226196289,-13.150959491729736,-8.226368427276611
The carver built the,sculpture,house,-18.513778686523438,-14.526982307434082,-15.525200843811035,-9.910737991333008,-14.99817943572998,-9.61958360671997,-11.002490997314453,-7.108587980270386
The surfer flipped the,board,pancake,-15.112571716308594,-18.554901123046875,-12.561476707458496,-16.44247341156006,-12.526827335357666,-16.44777774810791,-8.617698192596436,-11.484426021575928
The philologist examined the,book,camera,-14.30994701385498,-22.69071388244629,-14.320784091949463,-18.97819995880127,-13.36319637298584,-17.48592185974121,-7.5321204662323,-9.674813747406006
The policeman examined the,car,patient,-16.904125213623047,-14.632338523864746,-14.69992971420288,-10.951456546783447,-14.798821926116943,-10.482588768005371,-10.645517349243164,-7.408206939697266
The bartender shook the,drink,flag,-16.251169204711914,-21.302736282348633,-17.082247734069824,-17.428600311279297,-16.433507919311523,-16.64218807220459,-9.374339580535889,-9.823863506317139
The soldier gathered the,flag,grass,-18.25050163269043,-18.98796844482422,-12.914213180541992,-14.788984775543213,-12.675496578216553,-14.70694351196289,-9.301631450653076,-10.59074354171753
The guard opened the,jail,present,-17.09907341003418,-19.78594398498535,-16.612277030944824,-22.94941806793213,-16.046719551086426,-22.615015029907227,-11.14445447921753,-10.815754413604736
The programmer loaded the,file,ammunition,-16.298307418823242,-18.4774227142334,-14.791457176208496,-11.901345252990723,-14.864341735839844,-10.732989311218262,-10.001445293426514,-5.710066080093384
The lumberjack cut the,tree,meat,-14.557657241821289,-19.717199325561523,-14.618305206298828,-18.386991500854492,-13.558817863464355,-18.17990016937256,-10.60255765914917,-11.707764148712158
The sculptor carved the,stone,meat,-11.372659683227539,-18.445024490356445,-8.668836116790771,-16.414169311523438,-8.612395286560059,-16.00514316558838,-7.796838283538818,-11.297871112823486
The surfer caught the,wave,baseball,-16.796106338500977,-23.545944213867188,-17.209625244140625,-19.81505298614502,-17.942713260650635,-19.854880332946777,-9.306850910186768,-11.452257633209229
The porter carried the,bag,flag,-17.93056869506836,-18.45319366455078,-13.100040435791016,-14.894610404968262,-14.153714656829834,-16.00111198425293,-8.086367130279541,-10.056816577911377
The soldier checked the,rifle,burner,-18.24788475036621,-16.611404418945312,-16.969473838806152,-12.022502422332764,-16.550228118896484,-11.777315616607666,-10.024138450622559,-8.044639348983765
The gardener gathered the,grass,flag,-15.914111137390137,-20.028705596923828,-12.465441226959229,-14.89579725265503,-12.804335117340088,-15.113974571228027,-10.742703437805176,-9.498147010803223
The engineer drew the,turbine,flower,-18.5189208984375,-16.85708236694336,-16.999683380126953,-13.566420555114746,-16.225123405456543,-13.217319965362549,-10.343501567840576,-7.911278009414673
The general gathered the,soldier,bread,-17.205636978149414,-19.44598960876465,-15.833869457244873,-13.333214282989502,-14.869017124176025,-12.797306537628174,-10.194944381713867,-7.861148357391357
The teacher used the,blackboard,knife,-18.21478271484375,-17.710573196411133,-15.370477199554443,-14.22458791732788,-12.950725555419922,-10.491161346435547,-8.960029602050781,-7.147667169570923
The crew loaded the,container,stroller,-17.528587341308594,-18.94489097595215,-13.782166004180908,-15.089476108551025,-14.014524936676025,-15.36974811553955,-9.473960876464844,-10.43995475769043
The usurer lent the,money,toy,-13.302946090698242,-17.972055435180664,-12.761189937591553,-15.810014247894287,-12.168884754180908,-15.680092811584473,-7.6201863288879395,-11.500251293182373
The collector donated the,painting,blood,-18.864215850830078,-18.847566604614258,-16.629694938659668,-16.629752159118652,-16.221744537353516,-16.284852981567383,-10.525130271911621,-10.557480812072754
The student began the,trip,match,-18.617795944213867,-20.37441635131836,-17.485033988952637,-15.383545875549316,-16.42977523803711,-14.741972923278809,-11.63798713684082,-9.393442153930664
The musician entertained the,crowd,demonstrator,-19.956409454345703,-19.970462799072266,-17.891599655151367,-18.819799423217773,-17.143081665039062,-18.64937973022461,-13.266319274902344,-12.522156715393066
The dog chased the,ball,tank,-13.712688446044922,-17.738107681274414,-11.771340370178223,-16.695887565612793,-11.105738639831543,-16.26863718032837,-7.678272008895874,-11.797587394714355
The woman painted the,toenail,sign,-18.551149368286133,-17.907705307006836,-14.670955181121826,-16.003370761871338,-14.55853271484375,-15.415865421295166,-11.207881450653076,-10.752759456634521
The bartender handed the,drink,lancet,-16.355735778808594,-18.545095443725586,-16.32736825942993,-15.401358127593994,-16.60280704498291,-15.452767848968506,-8.88801097869873,-10.279162406921387
The knight held the,sword,camera,-19.0970458984375,-22.493480682373047,-13.328726291656494,-16.969395637512207,-13.661235809326172,-17.524486541748047,-10.750371932983398,-9.533756256103516
The child lent the,pen,car,-15.540206909179688,-18.316238403320312,-12.913262844085693,-16.589898109436035,-13.127572536468506,-17.536551475524902,-9.073119163513184,-9.531938552856445
The dealer sold the,car,meat,-20.925395965576172,-23.86687469482422,-15.122724533081055,-15.10741901397705,-15.014848709106445,-16.191071033477783,-10.273582458496094,-11.26428508758545
The professor donated the,book,organ,-14.346048355102539,-17.063657760620117,-11.811006546020508,-15.136216163635254,-12.36731481552124,-13.698089599609375,-7.9111714363098145,-7.937851428985596
The surfer wore the,swimsuit,tuxedo,-18.224536895751953,-17.33364486694336,-14.583882808685303,-14.801887512207031,-14.381832122802734,-14.325551509857178,-10.67387342453003,-11.252315044403076
The cyclist fixed the,bike,hair,-18.884788513183594,-18.25655746459961,-17.090330123901367,-17.256129264831543,-17.25191593170166,-17.21062183380127,-9.586517810821533,-11.793684482574463
